#element,configuration,UUID
Li,X2O5,108f0e4e-114e-4cc1-bcc0-9e6021a63459
Li,XO,c6b62eae-182b-4941-9920-f1d257bb8803
Li,XO2,ddf2e1f8-5936-469d-ac83-c2ea5d7c5b6d
Li,XO3,2eefb678-031f-4137-a4a3-26862778d9aa
Lr,X2O,ff8aa602-f42b-4de1-91bb-054e78753a77
Lr,X2O3,be71e824-ce77-4bb1-9556-6f71ac981b13
Lr,X2O5,4e8336f8-61b6-46bb-a5a8-f4b920708347
Lr,XO,f6efb696-700e-4344-b4a4-b8ceeebf5459
Lr,XO2,62a052ee-2f96-4240-bd61-311b47033a47
Lr,XO3,05125e95-e549-4959-b5bf-058f0f28e471
Lu,X2O,0bb04b01-720e-4de8-a277-d2d9c83de43e
Lu,X2O3,f6abf7e3-1264-4a15-9626-3c79a42fb4ad
Lu,X2O5,9541c20d-0742-4a04-917f-509dce6bc0c1
Lu,XO,516e1db3-2822-4639-b296-8361459fa956
Lu,XO2,894ff936-3821-4819-a121-1334f593feb4
Lu,XO3,c2304194-dc7b-4a98-9151-fbf257ddfae2
Md,X2O,f892ec7a-0648-413b-b708-078d38193c42
Md,X2O3,1585a18d-9502-45e9-8f19-6b57f2dd4360
Md,X2O5,85674717-2efa-4c10-a8f8-30495c944e3e
Md,XO,078d0ddb-b8e8-419a-b371-6fd3d7d457aa
Md,XO2,ca97e779-8bf5-4aa5-82f3-322d2dbe152a
Md,XO3,cf332986-272d-48b9-b6b1-573fe592f788
Mg,X2O,652b6820-4ec9-4867-8fe0-532a954c85e6
Mg,X2O3,b0283ba8-c388-4609-8553-08b00e806fc0
Mg,X2O5,708fb250-20b0-4ce4-aefe-97f8e58c1e92
Mg,XO,09a18dfa-5e2a-4369-abc9-73c1b111466f
Mg,XO2,9bd11096-9fe3-4b71-8923-21a49b812417
Mg,XO3,95f57cda-c3b4-49f2-b8b6-c11425ad6180
Mn,X2O,830faa41-845b-4adc-8ba1-bad4546545c9
Mn,X2O3,a55795e0-8eef-4800-a376-89385eff0a38
Mn,X2O5,bfa32455-c179-4bf2-9220-674ee6275581
Mn,XO,4d9357f8-3fbd-4df3-839f-10360d7198c3
Mn,XO2,a41a8705-1e5a-46c5-bd18-cc35f0a522e7
Mn,XO3,9f83f50f-d0ed-4be4-ae2c-6a111ac958df
Mo,X2O,34580c0e-1032-4ae2-819f-bf51611cf7c2
Mo,X2O3,b53be140-6a3a-4cda-977d-690d24039cf4
Mo,X2O5,57a3b2c9-fc7a-4a25-85aa-2af709479c42
Mo,XO,a08dffb5-7dc3-4d9c-a1b0-5531b71acca6
Mo,XO2,b6677089-1c22-4fc3-8f99-80fb096de08a
Mo,XO3,454081b7-6d51-4cf8-bce5-2a48df13d0a3
N,X2O,1d5a9b56-da3b-4543-ade3-83cf6fe29072
N,X2O3,df1ee589-2069-463b-9321-c82ae47cabe8
N,X2O5,a2f92a06-0c45-490e-8ea5-72f073501b48
N,XO,efeff75c-c5cf-4737-81d7-1102677677e1
N,XO2,904a63ac-57be-425c-a3f5-16cba132bb6c
N,XO3,6a4434a5-77ee-44c8-8e12-867bea9a83c1
Na,X2O,2773cc82-d9c5-4ab7-8b54-069d20c2032e
Na,X2O3,0bbf394e-6801-4fd2-ad0c-bff0ebfb96a2
Na,X2O5,9cb28b42-360c-41ab-92ee-b741b2ffaad5
Na,XO,db736245-ef3f-4414-bff0-e36b2532ce55
Na,XO2,61b47ec9-b669-4c61-a250-65a351e97c06
Na,XO3,71b49340-3a22-42ec-aa9e-e8404b0cd684
Nb,X2O,31fdd55f-7d60-4123-b559-3ea117f472ca
Nb,X2O3,7bd5e6d5-5e9a-4379-84bf-b6d523146733
Nb,X2O5,4759d499-618f-434c-8e36-f30a50994308
Nb,XO,34b16d77-0492-4230-a735-a5c2af610415
Nb,XO2,a3adf0c8-1464-487b-82e2-6b23d5aa6261
Nb,XO3,b6f9da05-d5de-4c1d-91c7-4f1edae79b33
Nd,X2O,288c0198-d7b1-4685-917b-df4c52e06e79
Nd,X2O3,3a2562f0-9d99-4438-9f9a-5b0f5cb07c0b
Nd,X2O5,67877a7d-e24f-4ac4-a946-6c9a5a9302dd
Nd,XO,750ecb97-8d4f-4250-b9d7-82d366840e4a
Nd,XO2,7a0295f4-5538-43ec-8e59-4bd668c29f0b
Nd,XO3,6c64e99c-f1c5-4b44-b249-b0771ff5a021
Ne,X2O,461a558a-801f-45ef-9404-1cd0c29d0d93
Ne,X2O3,41798500-d3e0-473c-aab6-d79224433725
Ne,X2O5,4ab19434-01c9-4686-832f-2059d7f6f312
Ne,XO,b26fda2d-aa5d-49d2-8a19-0fcda95bc1dc
Ne,XO2,a2f5674d-3942-463d-b607-fb7cfed527b0
Ne,XO3,081023c1-7864-4562-848d-3099e461d486
Ni,X2O,613cbcea-2ba3-4003-bb9c-7f1a160b0f26
Ni,X2O3,677d1d8d-cac8-4d21-8ced-3c9e5a8be22c
Ni,X2O5,4f19c57e-e463-47f3-af47-09679714fce7
Ni,XO,0c6a2376-8459-4de9-ace5-ed1a891143c3
Ni,XO2,fa576c23-f2d7-4dcd-8516-3b2b19fef78d
Ni,XO3,2e2775ba-e5ad-4315-9471-5c469f38abec
No,X2O,767723f6-b77c-4f01-9ac4-83be1e81619d
No,X2O3,893c649c-3a15-4ece-8cea-827f0a2a1ff7
No,X2O5,d9201d44-a734-4ad6-b081-08b5cd0075f7
No,XO,7a413155-500f-4c6c-b4a4-d2a1259615f4
No,XO2,6e05fc71-7c7c-4e7c-8b43-4b146da7978b
No,XO3,d630e42a-c61e-4089-8668-5fb02459c13f
Np,X2O,24c5e966-84eb-4a57-be34-6cf0157f3c5c
Np,X2O3,53ebe994-cb5e-4576-95a2-977f3dd1cdd6
Np,X2O5,a15dea6d-f1a6-45d5-ad74-ba667cbb58c2
Np,XO,6a1efd9c-7104-48dd-8923-a11491ee5f87
Np,XO2,473644c5-3c42-4557-84a5-6a268f4cbd95
Np,XO3,d8b1f6a2-3361-40bb-992b-89bf42639018
O,X2O,5c3d5606-56bb-4038-b949-61e7a60ee3bf
O,X2O3,1beb2164-8055-4636-97a9-d42e17624d23
O,X2O5,e8d7904a-3cd0-462b-884e-130ff141edd3
O,XO,0c6deb71-6882-4fe9-ad9e-c4794594aef6
